,index,Unnamed: 0,time,altitude,latitude,longitude
0,0,0.0,27398303.0,32.03855133056641,36.015608716377514,129.3222235326256
1,344,0.07692307692307693,27398304.0,32.039595237145065,36.01561144944323,129.32222223943523
2,345,0.15384615384615385,27398305.0,32.040639143723716,36.01561418250893,129.32222094624487
3,346,0.23076923076923078,27398306.0,32.04168305030237,36.01561691557465,129.3222196530545
4,347,0.3076923076923077,27398307.0,32.04272695688102,36.01561964864036,129.32221835986414
5,348,0.38461538461538464,27398308.0,32.04377086345967,36.015622381706066,129.32221706667377
6,349,0.46153846153846156,27398309.0,32.04481477003832,36.01562511477178,129.3222157734834
7,350,0.5384615384615385,27398310.0,32.045858676616966,36.01562784783749,129.32221448029304
8,351,0.6153846153846154,27398311.0,32.04690258319562,36.015630580903206,129.32221318710268
9,352,0.6923076923076923,27398312.0,32.04794648977427,36.01563331396891,129.3222118939123
10,353,0.7692307692307693,27398313.0,32.04899039635292,36.015636047034626,129.32221060072195
11,354,0.8461538461538463,27398314.0,32.05003430293157,36.01563878010034,129.32220930753158
12,355,0.9230769230769231,27398315.0,32.05107820951022,36.015641513166045,129.32220801434121
13,1,1.0,27398316.0,32.052122116088874,36.01564424623176,129.32220672115085
14,356,1.3333333333333333,27398317.0,33.9545609413337,36.015693381131136,129.32220104230728
15,357,1.6666666666666665,27398318.0,35.85699976657853,36.015742516030514,129.3221953634637
16,2,2.0,27398319.0,37.75943859182336,36.01579165092989,129.32218968462013
17,3,3.0,27398320.0,30.17355188523979,36.01575866934953,129.3221299981536
18,4,4.0,27398321.0,34.33384917656109,36.0157414570581,129.32206156059132
19,5,5.0,27398322.0,34.86007864324205,36.01576235221995,129.32205119013705
20,6,6.0,27398323.0,35.08170221552049,36.015786928223534,129.32202347775052
21,7,7.0,27398324.0,35.352907465204396,36.01578578942286,129.32200260133814
22,8,8.0,27398325.0,35.440287999938406,36.015789217287,129.3219874331412
23,9,9.0,27398326.0,35.52038225458369,36.01577771138465,129.32196942376964
24,10,10.0,27398327.0,35.5121834128363,36.015773208249676,129.32196440848298
25,11,11.0,27398328.0,35.49843399374945,36.01576690946479,129.3219529640011
26,12,12.0,27398329.0,35.493323700278275,36.01574469334163,129.3219380840774
27,13,13.0,27398330.0,35.42424425052099,36.0157419156384,129.32195383665078
28,358,13.5,27398331.0,31.90081770481975,36.01572490923673,129.32196578098947
29,14,14.0,27398332.0,28.377391159118513,36.01570790283506,129.32197772532817
30,15,15.0,27398333.0,35.01300232257113,36.01571155140228,129.32200005594024
31,16,16.0,27398334.0,34.93348025545047,36.01568797971459,129.32201283915268
