,index,Unnamed: 0,time,altitude,latitude,longitude
0,0,0.0,27486951.0,32.39958953857422,36.01615421873975,129.32332852491456
1,494,0.09090909090909091,27486952.0,32.39958953857422,36.01615419382155,129.32332858499745
2,495,0.18181818181818182,27486953.0,32.39958953857422,36.016154168903356,129.32332864508035
3,496,0.2727272727272727,27486954.0,32.39958953857422,36.016154143985155,129.32332870516325
4,497,0.36363636363636365,27486955.0,32.39958953857422,36.016154119066954,129.32332876524615
5,498,0.4545454545454546,27486956.0,32.39958953857422,36.01615409414876,129.32332882532904
6,499,0.5454545454545454,27486957.0,32.39958953857422,36.01615406923056,129.32332888541194
7,500,0.6363636363636364,27486958.0,32.39958953857422,36.016154044312366,129.32332894549484
8,501,0.7272727272727273,27486959.0,32.39958953857422,36.016154019394165,129.32332900557773
9,502,0.8181818181818182,27486960.0,32.39958953857422,36.016153994475964,129.32332906566063
10,503,0.9090909090909092,27486961.0,32.39958953857422,36.01615396955777,129.32332912574353
11,1,1.0,27486962.0,32.39958953857422,36.01615394463957,129.32332918582642
12,2,2.0,27486963.0,32.524959564208984,36.01617175389699,129.3232185075644
13,504,2.1666666666666665,27486964.0,32.524730046590165,36.0161797498742,129.323204774457
14,505,2.3333333333333335,27486965.0,32.52450052897135,36.01618774585141,129.32319104134956
15,506,2.5,27486966.0,32.52427101135254,36.01619574182862,129.32317730824215
16,507,2.6666666666666665,27486967.0,32.52404149373372,36.016203737805824,129.32316357513474
17,508,2.833333333333333,27486968.0,32.5238119761149,36.01621173378304,129.3231498420273
18,3,3.0,27486969.0,32.52358245849609,36.016219729760245,129.3231361089199
19,509,3.1666666666666665,27486970.0,32.53701782226562,36.01621362676515,129.32313037981623
20,510,3.3333333333333335,27486971.0,32.55045318603515,36.01620752377006,129.32312465071257
21,511,3.5,27486972.0,32.56388854980469,36.016201420774976,129.3231189216089
22,512,3.6666666666666665,27486973.0,32.57732391357422,36.01619531777988,129.32311319250525
23,513,3.833333333333333,27486974.0,32.59075927734375,36.01618921478479,129.32310746340158
