date,altitude,latitude,longitude
2018-11-17 18:40:37,51.53201005653193,36.01115787038028,129.3226284316827
2018-11-17 18:40:38,51.531320855811884,36.011157720164334,129.32262806789757
2018-11-17 18:40:39,51.53242609955825,36.011159424376224,129.32262775469135
2018-11-17 18:40:40,51.53355285928444,36.01117170053572,129.32263004204043
2018-11-17 18:40:41,51.52625663022776,36.01117774100254,129.32262688289617
2018-11-17 18:40:42,51.5357580253885,36.011185431371736,129.3226322397843
2018-11-17 18:40:43,51.519356632922154,36.011190816628634,129.32263720183764
2018-11-17 18:40:44,51.50163525588255,36.01118494533827,129.322631306518
2018-11-17 18:40:45,51.51896559620593,36.011190576342344,129.32262499643687
2018-11-17 18:40:46,51.54114693346094,36.0111999779944,129.32262220144185
2018-11-17 18:40:47,51.55241505497939,36.01120387602267,129.32261959477083
2018-11-17 18:40:48,51.56198760687734,36.01120965214143,129.32261182659798
2018-11-17 18:40:49,51.588117286383536,36.011224553787066,129.32259829257183
2018-11-17 18:40:50,51.63457943646307,36.01123123232515,129.3225894838897
2018-11-17 18:40:51,51.6677626387757,36.01124288917552,129.32257760834884
2018-11-17 18:40:52,51.70956057326478,36.01125210952048,129.3225712691261
2018-11-17 18:40:53,51.734277933852354,36.01126268511396,129.32256682770023
2018-11-17 18:40:54,51.75114175975486,36.0112672839912,129.3225556241597
2018-11-17 18:40:55,51.78912422388808,36.011270481816744,129.32255146481432
2018-11-17 18:40:56,51.80640132161976,36.011283907703174,129.32254658817416
2018-11-17 18:40:57,51.82392874452769,36.011294687736985,129.32254501908847
2018-11-17 18:40:58,51.83076953003139,36.011302878692014,129.3225249954204
2018-11-17 18:40:59,51.89632787615987,36.01130825297617,129.32250063135817
2018-11-17 18:41:00,51.981820478350855,36.011316507479556,129.32249455031405
2018-11-17 18:41:01,52.01007646464417,36.01132540470419,129.32246903491566
2018-11-17 18:41:02,52.095567315959045,36.01133724089667,129.3224626838367
2018-11-17 18:41:03,52.12469516695967,36.011343892834184,129.3224497102935
2018-11-17 18:41:04,52.16964439004802,36.01134723353018,129.32243736594734
2018-11-17 18:41:05,52.214136413186935,36.01135042858697,129.3224253665583
2018-11-17 18:41:06,52.25746348415316,36.011343041956906,129.32240369957142
2018-11-17 18:41:07,52.33199882796853,36.01134911831789,129.32239905820893
2018-11-17 18:41:08,52.35448989897117,36.011355589517535,129.32238944264856
2018-11-17 18:41:09,52.38789211276088,36.011357248791846,129.32238650766809
2018-11-17 18:41:10,52.40074237442306,36.011351507598405,129.3223705156455
2018-11-17 18:41:11,52.45384167060881,36.01137060001624,129.32237059688262
2018-11-17 18:41:12,52.45888380847934,36.01138927581425,129.32236169812109
2018-11-17 18:41:13,52.48947682841873,36.01139443296011,129.32235508910156
2018-11-17 18:41:14,52.53065868900643,36.011400386324695,129.32235343271327
2018-11-17 18:41:15,52.55943431525074,36.01141094763359,129.32233815627276
2018-11-17 18:41:16,52.646020831732585,36.01141732406243,129.32233634130884
2018-11-17 18:41:17,52.68122519871281,36.01142367184325,129.3223152796766
2018-11-17 18:41:18,52.773549498936234,36.01144396101058,129.32231288256583
2018-11-17 18:41:19,52.8562873305699,36.011451390709944,129.32230044232978
2018-11-17 18:41:20,52.92893413009068,36.01145810355198,129.32229373378456
2018-11-17 18:41:21,52.97968407005253,36.011469275968565,129.3222906039355
2018-11-17 18:41:22,53.03110076937098,36.01147409944123,129.32227719057684
2018-11-17 18:41:23,53.09532828525009,36.01147100716381,129.32226812936713
2018-11-17 18:41:24,53.12109384079308,36.01146853000313,129.3222665787691
2018-11-17 18:41:25,53.12066975547823,36.01147247510855,129.32226333829476
2018-11-17 18:41:26,53.14390462966159,36.01147904456138,129.3222475018045
2018-11-17 18:41:27,53.21882714662095,36.01148472646052,129.32223395007452
2018-11-17 18:41:28,53.28863247815087,36.011492791179535,129.322223984134
2018-11-17 18:41:29,53.35403281110854,36.01149849036663,129.32221585941463
2018-11-17 18:41:30,53.40536273087892,36.0115051244408,129.32221206131575
2018-11-17 18:41:31,53.44429928120557,36.011511088557924,129.3222062439828
2018-11-17 18:41:32,53.48636356001754,36.01151281001041,129.32218420196438
2018-11-17 18:41:33,53.56756354868973,36.01152025625412,129.32217587015793
2018-11-17 18:41:34,53.626804305613604,36.011527481018156,129.32217019964367
2018-11-17 18:41:35,53.67451076045637,36.01154154877658,129.32215640992666
2018-11-17 18:41:36,53.76953409148754,36.011545290716256,129.32215019308134
2018-11-17 18:41:37,53.811308763457845,36.011559479814004,129.32213860278267
2018-11-17 18:41:38,53.89900979022518,36.01156576297667,129.32213319138128
2018-11-17 18:41:39,53.945668992023,36.0115777986189,129.3221324285569
2018-11-17 18:41:40,53.991801434419585,36.01158289019898,129.32212047022153
2018-11-17 18:41:41,54.05165530976275,36.011583620732786,129.32209717794777
2018-11-17 18:41:42,54.1354788320627,36.01159403630347,129.3220941877978
2018-11-17 18:41:43,54.18729151266183,36.01161226746961,129.32209147025898
2018-11-17 18:41:44,54.26034768916901,36.01162294757728,129.3220853322212
2018-11-17 18:41:45,54.32214549431973,36.0116221436843,129.3220855135387
2018-11-17 18:41:46,54.32513237322348,36.011634786843274,129.32207649272178
2018-11-17 18:41:47,54.395619964922446,36.01163592688336,129.322079390212
2018-11-17 18:41:48,54.396976432832574,36.011643182157115,129.3220712247588
2018-11-17 18:41:49,54.44707240677202,36.01164730176491,129.32207103027596
2018-11-17 18:41:50,54.46606210670504,36.01166400701115,129.32206768650502
2018-11-17 18:41:51,54.53291774173741,36.01168167297007,129.3220636409171
2018-11-17 18:41:52,54.56132876910782,36.011693415465366,129.32205068756176
2018-11-17 18:41:53,54.606137645282374,36.011694455823545,129.32204195734573
2018-11-17 18:41:54,54.638908327821696,36.01170433976641,129.32203083253617
2018-11-17 18:41:55,54.67822741878071,36.011700059356386,129.3220108196705
2018-11-17 18:41:56,54.747006129634414,36.01170932822399,129.3219928278171
2018-11-17 18:41:57,54.812173337877994,36.011719604281176,129.32198141865265
2018-11-17 18:41:58,54.85565905284298,36.01171269464124,129.32196056586028
2018-11-17 18:41:59,54.92756667585314,36.011714415512344,129.32194115007786
2018-11-17 18:42:00,54.99766789957994,36.011726721177425,129.32193219240276
2018-11-17 18:42:01,55.033702527567854,36.01173313746932,129.32191969976995
2018-11-17 18:42:02,55.07777687659711,36.01174537428404,129.3219086378767
2018-11-17 18:42:03,55.118027207007856,36.01174963465517,129.32190032748645
2018-11-17 18:42:04,55.14897561041026,36.01176392724067,129.32189589839584
2018-11-17 18:42:05,55.16642134186378,36.01176731714961,129.32189199650242
2018-11-17 18:42:06,55.18080705880797,36.01177846611997,129.3218862650514
2018-11-17 18:42:07,55.20081939148871,36.0117974819208,129.32188939071676
2018-11-17 18:42:08,55.19269260351655,36.011802834430235,129.32186908651798
2018-11-17 18:42:09,55.25766743082285,36.011807044557145,129.3218652504701
2018-11-17 18:42:10,55.27659319724489,36.011813664631305,129.32185350417168
2018-11-17 18:42:11,55.31653966793006,36.011824401794605,129.32184632102275
2018-11-17 18:42:12,55.34381159771341,36.011829780877825,129.32185379771826
2018-11-17 18:42:13,55.32231393717613,36.01184029379344,129.32183255941743
2018-11-17 18:42:14,55.38897291746029,36.011847659719415,129.32182060463123
2018-11-17 18:42:15,55.4343724885844,36.01185341127479,129.32182181000482
2018-11-17 18:42:16,55.435005432757364,36.011867432139184,129.32181192146365
