,index,Unnamed: 0_x,date,altitude,latitude,longitude,Unnamed: 0_y,relativeAltitude,pressure
2,2,2.0,2018-11-15 12:16:03,32.524959564208984,36.01617175389699,129.3232185075644,0.0,0.0,1021.967163086
3,494,2.1666666666666665,2018-11-15 12:16:04,32.524730046590165,36.0161797498742,129.323204774457,1.0,-0.026420593,1021.970825195
4,495,2.3333333333333335,2018-11-15 12:16:05,32.52450052897135,36.01618774585141,129.32319104134956,2.0,-0.058128357,1021.97442627
5,496,2.5,2018-11-15 12:16:06,32.52427101135254,36.01619574182862,129.32317730824215,3.0,-0.058128357,1021.97442627
6,497,2.6666666666666665,2018-11-15 12:16:07,32.52404149373372,36.016203737805824,129.32316357513474,4.0,-0.163818359,1021.987609863
7,498,2.833333333333333,2018-11-15 12:16:08,32.5238119761149,36.01621173378304,129.3231498420273,5.0,-0.163818359,1021.987609863
8,3,3.0,2018-11-15 12:16:09,32.52358245849609,36.016219729760245,129.3231361089199,6.0,-0.385772705,1022.014465332
9,499,3.1666666666666665,2018-11-15 12:16:10,32.53701782226562,36.01621362676515,129.32313037981623,7.0,-0.507324219,1022.028747559
10,500,3.3333333333333335,2018-11-15 12:16:11,32.55045318603515,36.01620752377006,129.32312465071257,8.0,-0.560165405,1022.034912109
11,501,3.5,2018-11-15 12:16:12,32.56388854980469,36.016201420774976,129.3231189216089,9.0,-1.025215149,1022.091674805
12,502,3.6666666666666665,2018-11-15 12:16:13,32.57732391357422,36.01619531777988,129.32311319250525,10.0,-1.157333374,1022.107543945
13,503,3.833333333333333,2018-11-15 12:16:14,32.59075927734375,36.01618921478479,129.32310746340158,11.0,-1.326438904,1022.1280517580001
14,4,4.0,2018-11-15 12:16:15,32.60419464111328,36.0161831117897,129.32310173429792,12.0,-1.405708313,1022.137512207
15,504,4.166666666666667,2018-11-15 12:16:16,32.59835243225098,36.01618121244915,129.32310275010911,13.0,-1.437416077,1022.141174316
16,505,4.333333333333333,2018-11-15 12:16:17,32.59251022338867,36.01617931310859,129.32310376592028,14.0,-1.4902648930000002,1022.1479492189999
17,506,4.5,2018-11-15 12:16:18,32.58666801452637,36.016177413768034,129.32310478173144,15.0,-1.4902648930000002,1022.1479492189999
18,507,4.666666666666667,2018-11-15 12:16:19,32.580825805664055,36.01617551442748,129.32310579754264,16.0,-1.5272560119999998,1022.1522216794999
19,508,4.833333333333333,2018-11-15 12:16:20,32.57498359680175,36.01617361508692,129.32310681335383,17.0,-1.532539368,1022.152709961
20,5,5.0,2018-11-15 12:16:21,32.569141387939446,36.01617171574637,129.323107829165,18.0,-1.521972656,1022.1518554689999
21,509,5.25,2018-11-15 12:16:22,32.781810617446894,36.01613102436485,129.3231425940264,19.0,-1.521972656,1022.151733398
